text,label
URGENT Netflix account suspended: We were unable to process your payment method. Please update your billing information immediately. Click here and enter your credit card details to reactivate your subscription and avoid losing your watchlist.,phishing
"Hi Sarah, I wanted to share the latest project update. We are on track for the April 5 delivery milestone. Great work everyone!",ham
"Hi Robert, following our phone call today I am sending the summary of action items we discussed. Please review and confirm.",ham
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
"Dear customer, your SBI credit card ending in 4521 has been used for an unauthorized transaction of $1941 at Unknown Location. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
"Dear Priya, thank you for your payment of $2470. Your receipt number is #84519. Please keep this for your records.",ham
"Hello David, this is a reminder to complete the mandatory compliance training by December 20. Log in to the portal to start the modules.",ham
CONGRATULATIONS! Your email was randomly selected for our grand prize draw. You have won $4575. Claim your winnings by clicking here now!,spam
"SECURITY ALERT: Your Google account was accessed from an unknown device in Nigeria. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
"Hi Emma, following our phone call today I am sending the summary of action items we discussed. Please review and confirm.",ham
"Good morning Robert, here is the weekly status report for the week ending February 3. Please review and reply with your comments by Friday.",ham
"Dear Chris, your appointment has been confirmed for December 20 at 11:00 AM. Please bring a valid ID. Thank you for choosing us.",ham
"SECURITY ALERT: Your Dropbox account was accessed from an unknown device in Russia. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"Dear Chase Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"Hi James, just following up on our meeting scheduled for Thursday. Please find the agenda attached. Let me know if you have any questions. Best regards, Paul",ham
SYSTEM ALERT: Your email inbox is over its storage limit. Your account will be deactivated in 24 hours. Click here and sign in with your email and password to upgrade your storage and prevent losing all your emails and contacts.,phishing
CONGRATULATIONS! Your email was randomly selected for our grand prize draw. You have won $2667. Claim your winnings by clicking here now!,spam
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
SYSTEM ALERT: Your email inbox is over its storage limit. Your account will be deactivated in 24 hours. Click here and sign in with your email and password to upgrade your storage and prevent losing all your emails and contacts.,phishing
"Hi team, reminder that the project deadline is December 20. Please update your tasks on the board by end of day. Thanks, Grace",ham
WIN a FREE smartphone! You are today's lucky visitor number one million. Spin the wheel now and claim your prize before it expires!,spam
"Hi team, reminder that the project deadline is Friday. Please update your tasks on the board by end of day. Thanks, Maria",ham
SYSTEM ALERT: Your email inbox is over its storage limit. Your account will be deactivated in 24 hours. Click here and sign in with your email and password to upgrade your storage and prevent losing all your emails and contacts.,phishing
"Hello Ravi, the quarterly report for Q4 is now ready. Please review it before our team discussion on next Monday.",ham
Make money from home! Earn up to $3124 per week working just 2 hours a day. No experience needed. 100% guaranteed income. Subscribe FREE today!,spam
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
"Dear colleague, please join us for the department meeting on Monday at 10:30 AM in Conference Room 9. Attendance is mandatory.",ham
"Dear valued customer, your PayPal account has been limited due to suspicious activity. Please confirm your billing information by clicking the link below. You must provide your credit card number and social security number to restore full access.",phishing
You have been pre-approved for a personal loan of $1199! No credit check required. Apply online in 2 minutes. Get cash deposited today!,spam
"Hi Priya, your leave request for Thursday has been approved. Please coordinate with your team for coverage. Best, HR Team.",ham
"IMPORTANT NOTICE from HDFC Bank: We have updated our online banking security policy. All customers must re-confirm their account credentials by clicking this link and entering their username, password, and one-time PIN before Friday.",phishing
"Dear employee, HR requires you to update your direct deposit banking information immediately. Please click the secure link below and enter your bank account number and routing number by end of business day to ensure your payroll is not disrupted.",phishing
"Dear team, please note the office will be closed on December 20 for the public holiday. Enjoy the long weekend everyone!",ham
Earn passive income with our proven system. Thousands already earning $4323 per day from home. Join free and start making money immediately!,spam
"SECURITY ALERT: Your Netflix account was accessed from an unknown device in Unknown Location. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
Hot singles near you want to meet! Click here to see their profiles FREE. Limited time access. Join our network now and find your match!,spam
"Dear Aisha, we are pleased to inform you that your job application has moved to the next stage. We will be in touch by April 5.",ham
"Hello Sarah, the server maintenance window is scheduled for January 15 at 4:00 PM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
"Dear HSBC account holder, your debit card has been blocked due to suspicious transactions totaling $97. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
"Hello Mohamed, the quarterly report for Q1 is now ready. Please review it before our team discussion on Friday.",ham
"Dear colleague, please join us for the department meeting on February 3 at 2:00 PM in Conference Room 18. Attendance is mandatory.",ham
"Lose 30 pounds in 30 days with this one weird trick doctors hate! 100% natural solution, no exercise needed. Order your FREE trial today!",spam
"Dear Aisha, thank you for your payment of $2650. Your receipt number is #18888. Please keep this for your records.",ham
"Hi Sarah, your order #77470 has been shipped and will arrive by Monday. Track your package using the link in your account portal.",ham
"Hello Aisha, your annual performance review is scheduled for Tuesday at 11:00 AM. Please prepare a brief self-assessment beforehand.",ham
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
"Hello Sarah, the server maintenance window is scheduled for December 20 at 10:30 AM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
URGENT Netflix account suspended: We were unable to process your payment method. Please update your billing information immediately. Click here and enter your credit card details to reactivate your subscription and avoid losing your watchlist.,phishing
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
FINAL NOTICE: You owe a tax debt of $9193. Call immediately to avoid legal action and wage garnishment. This is your last warning.,spam
"Dear Apple Premium subscriber, your payment of $305 has failed. To avoid losing your premium benefits please click here and update your payment method by entering your new credit card number and billing address.",phishing
"SECURITY ALERT: Your PayPal account was accessed from an unknown device in Vietnam. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"Dear Wells Fargo account holder, your debit card has been blocked due to suspicious transactions totaling $512. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
Hot singles near you want to meet! Click here to see their profiles FREE. Limited time access. Join our network now and find your match!,spam
WORK FROM HOME OPPORTUNITY! Earn $6860 per month packaging products at home. No experience required. Free starter kit included!,spam
Congratulations! You have been selected as our lucky winner! Claim your FREE prize of $8276 cash now. Click here to redeem before it expires. This is a limited time offer. Act NOW!,spam
"Hi Ravi, I am writing to confirm the details of the conference call on February 3 at 4:00 PM. The dial-in number will be shared separately.",ham
"Lose 30 pounds in 30 days with this one weird trick doctors hate! 100% natural solution, no exercise needed. Order your FREE trial today!",spam
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
Double your Bitcoin investment in 24 hours! Guaranteed returns of 200 percent. Our AI trading bot has never lost. Invest $4359 and get $11421 back!,spam
Make money from home! Earn up to $8192 per week working just 2 hours a day. No experience needed. 100% guaranteed income. Subscribe FREE today!,spam
"Dear Emma, we are pleased to inform you that your job application has moved to the next stage. We will be in touch by Thursday.",ham
"Hi Linda, I am writing to confirm the details of the conference call on March 10 at 10:30 AM. The dial-in number will be shared separately.",ham
"Hi James, following our phone call today I am sending the summary of action items we discussed. Please review and confirm.",ham
"Dear Instagram user, your account storage is 99 percent full and your account will be suspended. Upgrade now for free by verifying your account credentials. Click here and enter your login and credit card information to claim free storage.",phishing
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
Your Apple ID has been locked for security reasons. Someone attempted to sign in to your account from Nigeria. To unlock your account click here and enter your Apple ID credentials and payment card information.,phishing
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
Congratulations! You have been selected as our lucky winner! Claim your FREE prize of $5177 cash now. Click here to redeem before it expires. This is a limited time offer. Act NOW!,spam
"SECURITY ALERT: Your Google account was accessed from an unknown device in Romania. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
Hot singles near you want to meet! Click here to see their profiles FREE. Limited time access. Join our network now and find your match!,spam
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
SYSTEM ALERT: Your email inbox is over its storage limit. Your account will be deactivated in 24 hours. Click here and sign in with your email and password to upgrade your storage and prevent losing all your emails and contacts.,phishing
"SECURITY ALERT: Your Apple account was accessed from an unknown device in Unknown Location. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"Hello Robert, the server maintenance window is scheduled for April 5 at 4:00 PM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
"Hi team, reminder that the project deadline is Tuesday. Please update your tasks on the board by end of day. Thanks, Paul",ham
"Dear Emma, your appointment has been confirmed for Wednesday at 9:00 AM. Please bring a valid ID. Thank you for choosing us.",ham
"Hello Linda, the server maintenance window is scheduled for Wednesday at 4:00 PM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
"Dear Chris, your appointment has been confirmed for April 5 at 4:00 PM. Please bring a valid ID. Thank you for choosing us.",ham
"Dear valued customer, your PayPal account has been limited due to suspicious activity. Please confirm your billing information by clicking the link below. You must provide your credit card number and social security number to restore full access.",phishing
"Hi Ravi, the code review for PR #71261 has been completed. Please address the inline comments and re-submit for final approval.",ham
"Dear Priya, please find attached the contract for review. Kindly sign and return by Thursday. Let us know if you need any amendments.",ham
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
"Dear Robert, your appointment has been confirmed for February 3 at 9:00 AM. Please bring a valid ID. Thank you for choosing us.",ham
"Dear Mohamed, we are pleased to inform you that your job application has moved to the next stage. We will be in touch by March 10.",ham
"Dear Chase Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
Double your Bitcoin investment in 24 hours! Guaranteed returns of 200 percent. Our AI trading bot has never lost. Invest $3416 and get $5029 back!,spam
"Dear HSBC account holder, your debit card has been blocked due to suspicious transactions totaling $1250. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
"Dear Chris, your IT support ticket #89299 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
"Hi Emma, your order #57962 has been shipped and will arrive by Thursday. Track your package using the link in your account portal.",ham
"Dear valued customer, your PayPal account has been limited due to suspicious activity. Please confirm your billing information by clicking the link below. You must provide your credit card number and social security number to restore full access.",phishing
"Dear Chris, your appointment has been confirmed for Wednesday at 9:00 AM. Please bring a valid ID. Thank you for choosing us.",ham
"Hello Jennifer, your annual performance review is scheduled for Wednesday at 2:00 PM. Please prepare a brief self-assessment beforehand.",ham
"Hello Robert, your subscription has been renewed successfully. Next billing date: Tuesday. Contact support if you have any questions.",ham
You have won a $7340 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
"Dear colleague, please join us for the department meeting on January 15 at 2:00 PM in Conference Room 9. Attendance is mandatory.",ham
"ACCOUNT VERIFICATION REQUIRED: Dear TD Bank member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
Your computer is infected with viruses! Download our FREE antivirus software now to protect your personal data and banking information!,spam
"Dear Dropbox Premium subscriber, your payment of $586 has failed. To avoid losing your premium benefits please click here and update your payment method by entering your new credit card number and billing address.",phishing
"Hi David, the updated employee handbook is now available on the company intranet. Please read section 4 regarding the new remote work policy.",ham
"Hi Priya, your leave request for next Monday has been approved. Please coordinate with your team for coverage. Best, HR Team.",ham
"ACCOUNT VERIFICATION REQUIRED: Dear HDFC Bank member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
"Hi David, your order #31061 has been shipped and will arrive by January 15. Track your package using the link in your account portal.",ham
You have been pre-approved for a personal loan of $4508! No credit check required. Apply online in 2 minutes. Get cash deposited today!,spam
WORK FROM HOME OPPORTUNITY! Earn $1164 per month packaging products at home. No experience required. Free starter kit included!,spam
"Dear team, please note the office will be closed on January 15 for the public holiday. Enjoy the long weekend everyone!",ham
Special bulk offer just for you! Cheap prescription drugs shipped discreetly worldwide. No questions asked. Order now for free shipping!,spam
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
"Dear Linda, your appointment has been confirmed for Wednesday at 3:30 PM. Please bring a valid ID. Thank you for choosing us.",ham
"Good morning Linda, here is the weekly status report for the week ending February 3. Please review and reply with your comments by Friday.",ham
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
"Hi Priya, your leave request for next Monday has been approved. Please coordinate with your team for coverage. Best, HR Team.",ham
"Good morning Tom, here is the weekly status report for the week ending Monday. Please review and reply with your comments by Friday.",ham
Earn passive income with our proven system. Thousands already earning $9007 per day from home. Join free and start making money immediately!,spam
"Hi Sarah, I wanted to share the latest project update. We are on track for the Monday delivery milestone. Great work everyone!",ham
WORK FROM HOME OPPORTUNITY! Earn $5950 per month packaging products at home. No experience required. Free starter kit included!,spam
"Dear Jennifer, the invoice #42654 for $3450 is attached. Payment is due by January 15. Thank you for your continued business.",ham
"Dear Chase Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"Dear colleague, please join us for the department meeting on March 10 at 10:30 AM in Conference Room 5. Attendance is mandatory.",ham
"Good morning Ravi, here is the weekly status report for the week ending Thursday. Please review and reply with your comments by Friday.",ham
"Hi team, reminder that the project deadline is Wednesday. Please update your tasks on the board by end of day. Thanks, Robert",ham
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
"Hi James, this is your monthly account statement for the period ending Monday. Please review and contact us if you notice any discrepancies.",ham
"Hello Jennifer, your subscription has been renewed successfully. Next billing date: December 20. Contact support if you have any questions.",ham
"Dear HDFC Bank account holder, your debit card has been blocked due to suspicious transactions totaling $556. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
You have won a $8617 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
Double your Bitcoin investment in 24 hours! Guaranteed returns of 200 percent. Our AI trading bot has never lost. Invest $5807 and get $18355 back!,spam
"Dear Emma, please find attached the contract for review. Kindly sign and return by Tuesday. Let us know if you need any amendments.",ham
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
"Dear customer, your HSBC credit card ending in 1294 has been used for an unauthorized transaction of $1569 at Russia. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
"Hello Priya, this is a reminder to complete the mandatory compliance training by Wednesday. Log in to the portal to start the modules.",ham
"Dear HSBC Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"Hi Emma, the code review for PR #30332 has been completed. Please address the inline comments and re-submit for final approval.",ham
"Hi David, I am writing to confirm the details of the conference call on February 3 at 9:00 AM. The dial-in number will be shared separately.",ham
"Dear valued customer, your PayPal account has been limited due to suspicious activity. Please confirm your billing information by clicking the link below. You must provide your credit card number and social security number to restore full access.",phishing
"Dear Ravi, your IT support ticket #30887 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
"Dear team, please note the office will be closed on December 20 for the public holiday. Enjoy the long weekend everyone!",ham
"Hi team, reminder that the project deadline is Friday. Please update your tasks on the board by end of day. Thanks, Paul",ham
"Dear Carlos, congratulations on completing 5 years with our company! Your loyalty award certificate is attached. Thank you for your dedication.",ham
"Hi Tom, just following up on our meeting scheduled for December 20. Please find the agenda attached. Let me know if you have any questions. Best regards, Sunita",ham
BULK DISCOUNT OFFER: Buy cheap medications online without prescription. Special discount available for bulk orders. No doctor needed. Order now!,spam
Your Amazon account has been flagged for security review. An unauthorized purchase of $1398 was attempted from your account. Please verify your identity by clicking here and entering your account credentials and payment information.,phishing
"Dear colleague, please join us for the department meeting on March 10 at 11:00 AM in Conference Room 3. Attendance is mandatory.",ham
URGENT: Your account will be suspended in 24 hours. Click here immediately to verify your information and prevent permanent service disruption.,spam
"Hi Sarah, the updated employee handbook is now available on the company intranet. Please read section 4 regarding the new remote work policy.",ham
"Dear HSBC account holder, your debit card has been blocked due to suspicious transactions totaling $1327. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
"Dear Priya, please find attached the contract for review. Kindly sign and return by Friday. Let us know if you need any amendments.",ham
"Dear Emma, the invoice #33149 for $1713 is attached. Payment is due by Tuesday. Thank you for your continued business.",ham
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
Your Amazon account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
"Hi Keiko, just following up on our meeting scheduled for February 3. Please find the agenda attached. Let me know if you have any questions. Best regards, Paul",ham
You have been pre-approved for a personal loan of $566! No credit check required. Apply online in 2 minutes. Get cash deposited today!,spam
"Dear customer, your Bank of America credit card ending in 1294 has been used for an unauthorized transaction of $1711 at Russia. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
"Hello Linda, the quarterly report for Q4 is now ready. Please review it before our team discussion on January 15.",ham
Hot singles near you want to meet! Click here to see their profiles FREE. Limited time access. Join our network now and find your match!,spam
"ACCOUNT VERIFICATION REQUIRED: Dear Wells Fargo member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
"Dear Mohamed, your IT support ticket #15747 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
Hot singles near you want to meet! Click here to see their profiles FREE. Limited time access. Join our network now and find your match!,spam
"Hi Linda, the code review for PR #56105 has been completed. Please address the inline comments and re-submit for final approval.",ham
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
You have won a $977 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
CONGRATULATIONS! Your email was randomly selected for our grand prize draw. You have won $1213. Claim your winnings by clicking here now!,spam
"Hello Emma, the quarterly report for Q2 is now ready. Please review it before our team discussion on January 15.",ham
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
URGENT: Your Google account has been reported for suspicious activity. To avoid permanent suspension please click the link below within 24 hours and verify your personal information including your date of birth and account password.,phishing
"Dear Emma, we are pleased to inform you that your job application has moved to the next stage. We will be in touch by Wednesday.",ham
"Hello Robert, the server maintenance window is scheduled for December 20 at 11:00 AM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
"ACCOUNT VERIFICATION REQUIRED: Dear HSBC member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
Make money from home! Earn up to $3183 per week working just 2 hours a day. No experience needed. 100% guaranteed income. Subscribe FREE today!,spam
"Dear Mohamed, please find attached the contract for review. Kindly sign and return by December 20. Let us know if you need any amendments.",ham
"Dear team, please note the office will be closed on Monday for the public holiday. Enjoy the long weekend everyone!",ham
"Dear Emma, your appointment has been confirmed for December 20 at 9:00 AM. Please bring a valid ID. Thank you for choosing us.",ham
"Hi Linda, just following up on our meeting scheduled for next Monday. Please find the agenda attached. Let me know if you have any questions. Best regards, Maria",ham
URGENT Netflix account suspended: We were unable to process your payment method. Please update your billing information immediately. Click here and enter your credit card details to reactivate your subscription and avoid losing your watchlist.,phishing
"Hi Sarah, this is your monthly account statement for the period ending Tuesday. Please review and contact us if you notice any discrepancies.",ham
"Hi team, reminder that the project deadline is April 5. Please update your tasks on the board by end of day. Thanks, Paul",ham
"Dear Robert, the invoice #59105 for $112 is attached. Payment is due by January 15. Thank you for your continued business.",ham
"Hi team, reminder that the project deadline is April 5. Please update your tasks on the board by end of day. Thanks, Ahmed",ham
"Dear Jennifer, congratulations on completing 5 years with our company! Your loyalty award certificate is attached. Thank you for your dedication.",ham
"Dear Bank of America account holder, your debit card has been blocked due to suspicious transactions totaling $1324. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
Congratulations! You have been selected as our lucky winner! Claim your FREE prize of $5418 cash now. Click here to redeem before it expires. This is a limited time offer. Act NOW!,spam
Your Apple ID has been locked for security reasons. Someone attempted to sign in to your account from Romania. To unlock your account click here and enter your Apple ID credentials and payment card information.,phishing
"Dear TD Bank account holder, your debit card has been blocked due to suspicious transactions totaling $905. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
"Dear Amazon user, your account storage is 99 percent full and your account will be suspended. Upgrade now for free by verifying your account credentials. Click here and enter your login and credit card information to claim free storage.",phishing
"Good morning Chris, here is the weekly status report for the week ending Tuesday. Please review and reply with your comments by Friday.",ham
"Hello Emma, your annual performance review is scheduled for Friday at 10:30 AM. Please prepare a brief self-assessment beforehand.",ham
Your Apple ID has been locked for security reasons. Someone attempted to sign in to your account from China. To unlock your account click here and enter your Apple ID credentials and payment card information.,phishing
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
Make money from home! Earn up to $8770 per week working just 2 hours a day. No experience needed. 100% guaranteed income. Subscribe FREE today!,spam
"Hello Linda, your subscription has been renewed successfully. Next billing date: April 5. Contact support if you have any questions.",ham
You have won a $529 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
WIN a FREE smartphone! You are today's lucky visitor number one million. Spin the wheel now and claim your prize before it expires!,spam
"Lose 30 pounds in 30 days with this one weird trick doctors hate! 100% natural solution, no exercise needed. Order your FREE trial today!",spam
"Lose 30 pounds in 30 days with this one weird trick doctors hate! 100% natural solution, no exercise needed. Order your FREE trial today!",spam
"ACCOUNT VERIFICATION REQUIRED: Dear Chase member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
"Hi Emma, the updated employee handbook is now available on the company intranet. Please read section 4 regarding the new remote work policy.",ham
"Hello Ravi, your subscription has been renewed successfully. Next billing date: Tuesday. Contact support if you have any questions.",ham
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
"Dear Barclays Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"Dear TD Bank Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"Hello Ravi, the server maintenance window is scheduled for Tuesday at 11:00 AM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
"Hi team, reminder that the project deadline is Monday. Please update your tasks on the board by end of day. Thanks, Grace",ham
URGENT: Your Microsoft account has been reported for suspicious activity. To avoid permanent suspension please click the link below within 24 hours and verify your personal information including your date of birth and account password.,phishing
Congratulations! You have been selected as our lucky winner! Claim your FREE prize of $2602 cash now. Click here to redeem before it expires. This is a limited time offer. Act NOW!,spam
"Hi Mohamed, the updated employee handbook is now available on the company intranet. Please read section 4 regarding the new remote work policy.",ham
"Hi team, reminder that the project deadline is Friday. Please update your tasks on the board by end of day. Thanks, Robert",ham
"SECURITY ALERT: Your Facebook account was accessed from an unknown device in Eastern Europe. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"Lose 30 pounds in 30 days with this one weird trick doctors hate! 100% natural solution, no exercise needed. Order your FREE trial today!",spam
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
BULK DISCOUNT OFFER: Buy cheap medications online without prescription. Special discount available for bulk orders. No doctor needed. Order now!,spam
"Hi Tom, the updated employee handbook is now available on the company intranet. Please read section 4 regarding the new remote work policy.",ham
"Dear Google user, your account storage is 99 percent full and your account will be suspended. Upgrade now for free by verifying your account credentials. Click here and enter your login and credit card information to claim free storage.",phishing
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
Earn passive income with our proven system. Thousands already earning $484 per day from home. Join free and start making money immediately!,spam
Your computer is infected with viruses! Download our FREE antivirus software now to protect your personal data and banking information!,spam
"Hello James, the quarterly report for Q4 is now ready. Please review it before our team discussion on February 3.",ham
"Hi Keiko, following our phone call today I am sending the summary of action items we discussed. Please review and confirm.",ham
"Dear Ravi, thank you for your payment of $2202. Your receipt number is #78248. Please keep this for your records.",ham
WORK FROM HOME OPPORTUNITY! Earn $3667 per month packaging products at home. No experience required. Free starter kit included!,spam
"Hi Keiko, I wanted to share the latest project update. We are on track for the Monday delivery milestone. Great work everyone!",ham
"Hi Ravi, the code review for PR #59672 has been completed. Please address the inline comments and re-submit for final approval.",ham
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
BULK DISCOUNT OFFER: Buy cheap medications online without prescription. Special discount available for bulk orders. No doctor needed. Order now!,spam
BULK DISCOUNT OFFER: Buy cheap medications online without prescription. Special discount available for bulk orders. No doctor needed. Order now!,spam
"Hi James, the updated employee handbook is now available on the company intranet. Please read section 4 regarding the new remote work policy.",ham
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
URGENT: Your Instagram account has been reported for suspicious activity. To avoid permanent suspension please click the link below within 24 hours and verify your personal information including your date of birth and account password.,phishing
Congratulations! You have been selected as our lucky winner! Claim your FREE prize of $4805 cash now. Click here to redeem before it expires. This is a limited time offer. Act NOW!,spam
"Dear Robert, your IT support ticket #22672 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
"Dear Bank of America Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"Dear Google Premium subscriber, your payment of $373 has failed. To avoid losing your premium benefits please click here and update your payment method by entering your new credit card number and billing address.",phishing
"Dear Google user, your account storage is 99 percent full and your account will be suspended. Upgrade now for free by verifying your account credentials. Click here and enter your login and credit card information to claim free storage.",phishing
